key_size,key_bits,file_type,input_size,input_bytes,input_MB,trial,enc_time_ms,dec_time_ms,enc_throughput_MBps,dec_throughput_MBps,enc_cpu_pct,dec_cpu_pct,enc_cpu_os_pct,dec_cpu_os_pct,enc_peak_MB,dec_peak_MB,rss_MB,verified
AES-192,192,JPG,10MB,10485760,10,3,7.0636,5.8093,1415.71,1721.38,98.6936,96.8558,87.4611,74.5997,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,4,5.7473,5.4897,1739.95,1821.59,98.396,97.546,79.561,85.6851,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,4,6.0356,9.8189,1656.84,1018.44,97.7591,99.0111,81.1337,91.8713,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,4,6.5663,6.242,1522.93,1602.05,97.3671,97.2173,85.1477,55.341,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,5,6.2125,6.2391,1609.66,1602.8,92.3318,98.0918,73.4177,86.171,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,5,6.2924,6.213,1589.22,1609.53,99.2414,98.6635,92.8504,87.1358,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,5,6.4077,5.6012,1560.62,1785.33,98.7495,91.9253,81.0019,61.2776,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,6,6.1004,5.9964,1639.24,1667.67,98.0532,98.6069,67.2782,91.718,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,6,5.5573,5.5053,1799.43,1816.43,98.7947,95.1187,73.5217,68.6579,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,6,5.8133,5.8397,1720.19,1712.42,97.8348,98.3944,49.199,79.7189,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,7,5.4241,5.8323,1843.62,1714.59,98.2926,98.0351,73.2429,80.6547,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,7,6.6257,7.0768,1509.27,1413.07,97.3381,99.288,68.1771,91.8244,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,7,6.1227,6.0191,1633.27,1661.38,97.2972,97.7979,49.8868,72.7691,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,8,6.1988,6.0331,1613.22,1657.52,97.9195,98.255,67.4675,81.224,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,8,6.7411,6.0167,1483.44,1662.04,97.7838,98.8949,86.334,86.7982,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,8,5.7383,5.9274,1742.68,1687.08,97.9729,98.8843,87.3782,92.5199,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,9,6.2244,6.3083,1606.58,1585.21,98.2458,98.4834,81.026,85.4286,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,9,5.725,5.9055,1746.72,1693.34,96.1218,99.2966,73.1336,85.5182,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,9,5.9505,5.8684,1680.53,1704.04,94.5585,99.0201,74.4836,85.5828,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,10MB,10485760,10,10,5.6569,5.9387,1767.75,1683.87,97.7879,98.5275,68.5866,80.0876,10.0005,10.0005,53.6445,PASS
AES-192,192,JPG,10MB,10485760,10,10,6.101,6.1537,1639.08,1625.04,93.6017,98.9902,49.5633,85.6661,10.0005,10.0005,53.6445,PASS
AES-256,256,JPG,10MB,10485760,10,10,6.2098,6.2351,1610.36,1603.82,97.7804,98.4835,80.5828,80.9262,10.0005,10.0005,53.6445,PASS
AES-128,128,JPG,50MB,52428800,50,1,32.1802,29.7606,1553.75,1680.07,98.5857,97.9436,81.1903,85.0995,50.0005,50.0005,133.645,PASS
AES-192,192,JPG,50MB,52428800,50,1,31.7978,30.2865,1572.44,1650.9,96.9293,93.3921,81.2359,47.9222,50.0005,50.0005,133.645,PASS
AES-256,256,JPG,50MB,52428800,50,1,31.2152,34.4679,1601.78,1450.63,97.9046,97.7236,62.253,55.1067,50.0005,50.0005,133.645,PASS
AES-192,192,JPG,50MB,52428800,50,2,30.1923,32.3619,1656.05,1545.03,97.573,97.4568,78.5206,56.5998,50.0005,50.0005,133.645,PASS
AES-256,256,JPG,50MB,52428800,50,2,30.4071,31.3697,1644.35,1593.89,97.9282,99.0144,81.5696,66.5914,50.0005,50.0005,133.645,PASS
AES-128,128,JPG,50MB,52428800,50,2,29.1843,27.7973,1713.25,1798.74,97.7693,98.8534,59.4239,73.0093,50.0005,50.0005,133.645,PASS
AES-256,256,JPG,50MB,52428800,50,3,30.8408,30.0788,1621.23,1662.3,96.4246,96.1272,59.8134,28.842,50.0005,50.0005,133.645,PASS
AES-128,128,JPG,50MB,52428800,50,3,28.6481,29.2144,1745.32,1711.48,97.8597,94.4539,70.125,54.9836,50.0005,50.0005,133.645,PASS
AES-192,192,JPG,50MB,52428800,50,3,29.0861,31.4436,1719.03,1590.15,94.7911,94.9898,37.2801,39.2592,50.0005,50.0005,133.645,PASS
AES-128,128,JPG,50MB,52428800,50,4,30.2456,30.3251,1653.13,1648.8,96.0302,96.9631,48.801,65.2736,50.0005,50.0005,133.645,PASS
AES-192,192,JPG,50MB,52428800,50,4,29.9989,31.745,1666.73,1575.05,96.4668,97.9157,29.8635,62.3272,50.0005,50.0005,133.645,PASS
AES-256,256,JPG,50MB,52428800,50,4,29.9981,31.9988,1666.77,1562.56,95.1439,95.3298,42.9113,42.7825,50.0005,50.0005,133.645,PASS
AES-192,192,JPG,50MB,52428800,50,5,31.875,33.37,1568.63,1498.35,97.6255,98.0864,50.1295,72.9814,50.0005,50.0005,133.645,PASS
AES-256,256,JPG,50MB,52428800,50,5,30.098,31.3489,1661.24,1594.95,98.4289,97.4485,66.0379,66.4275,50.0005,50.0005,133.645,PASS
AES-128,128,JPG,50MB,52428800,50,5,27.7157,31.4566,1804.03,1589.49,95.4494,97.3969,55.0586,66.3985,50.0005,50.0005,133.625,PASS
AES-256,256,JPG,50MB,52428800,50,6,30.64,35.8423,1631.85,1395,92.2662,94.4675,65.748,71.2638,50.0005,50.0005,133.625,PASS
AES-128,128,JPG,50MB,52428800,50,6,27.0531,31.1194,1848.22,1606.71,96.6202,98.2909,72.5735,79.0093,50.0005,50.0005,133.625,PASS
AES-192,192,JPG,50MB,52428800,50,6,30.1636,41.4833,1657.63,1205.3,98.0442,97.7074,67.4283,68.6784,50.0005,50.0005,133.625,PASS
AES-128,128,JPG,50MB,52428800,50,7,29.6103,31.9092,1688.6,1566.95,96.0037,97.602,46.4075,47.4325,50.0005,50.0005,133.625,PASS
AES-192,192,JPG,50MB,52428800,50,7,30.653,31.4906,1631.16,1587.78,98.181,97.6,79.8424,77.3155,50.0005,50.0005,133.625,PASS
AES-256,256,JPG,50MB,52428800,50,7,30.9128,33.394,1617.45,1497.27,97.7671,97.1053,74.5556,70.9986,50.0005,50.0005,133.625,PASS
AES-192,192,JPG,50MB,52428800,50,8,31.3463,30.794,1595.08,1623.69,97.0679,97.8845,71.8442,82.893,50.0005,50.0005,133.625,PASS
AES-256,256,JPG,50MB,52428800,50,8,31.685,31.8141,1578.03,1571.63,95.669,97.0585,65.1589,43.0067,50.0005,50.0005,133.625,PASS
AES-128,128,JPG,50MB,52428800,50,8,29.9873,31.6385,1667.37,1580.35,95.8224,96.4427,74.0316,72.1796,50.0005,50.0005,133.625,PASS
AES-256,256,JPG,50MB,52428800,50,9,28.9077,30.9971,1729.64,1613.05,98.0016,96.8124,82.5008,48.3771,50.0005,50.0005,133.625,PASS
AES-128,128,JPG,50MB,52428800,50,9,31.0252,33.2053,1611.59,1505.78,96.7973,96.7195,74.2043,66.8683,50.0005,50.0005,133.625,PASS
AES-192,192,JPG,50MB,52428800,50,9,31.1536,36.5669,1604.95,1367.36,96.8892,97.2295,55.8639,75.2828,50.0005,50.0005,133.625,PASS
AES-128,128,JPG,50MB,52428800,50,10,28.3766,31.1483,1762.02,1605.22,97.9218,98.1883,74.2113,91.4204,50.0005,50.0005,133.625,PASS
AES-192,192,JPG,50MB,52428800,50,10,40.8149,52.8986,1225.04,945.205,98.6019,97.2967,81.187,51.0958,50.0005,50.0005,133.625,PASS
AES-256,256,JPG,50MB,52428800,50,10,29.2589,33.4496,1708.88,1494.79,97.3955,97.7769,56.5844,71.7673,50.0005,50.0005,133.625,PASS
